Name,NameEsp,ItemID,ItemNID
White Shulker Box,Caja de shulker blanca,white_shulker_box,501
Orange Shulker Box,Caja de shulker naranja,orange_shulker_box,502
Magenta Shulker Box,Caja de shulker magenta,magenta_shulker_box,503
Light Blue Shulker Box,Caja de shulker azul claro,light_blue_shulker_box,504
Yellow Shulker Box,Caja de shulker amarilla,yellow_shulker_box,505
Lime Shulker Box,Caja de shulker verde lima,lime_shulker_box,506
Pink Shulker Box,Caja de shulker rosa,pink_shulker_box,507
Gray Shulker Box,Caja de shulker gris,gray_shulker_box,508
Light Gray Shulker Box,Caja de shulker gris claro,light_gray_shulker_box,509
Cyan Shulker Box,Caja de shulker cian,cyan_shulker_box,510
Purple Shulker Box,Caja de shulker morada,purple_shulker_box,511
Blue Shulker Box,Caja de shulker azul,blue_shulker_box,512
Brown Shulker Box,Caja de shulker marrón,brown_shulker_box,513
Green Shulker Box,Caja de shulker verde,green_shulker_box,514
Red Shulker Box,Caja de shulker roja,red_shulker_box,515
Black Shulker Box,Caja de shulker negra,black_shulker_box,516
White Glazed Terracotta,Azulejo blanco,white_glazed_terracotta,517
Orange Glazed Terracotta,Azulejo naranja,orange_glazed_terracotta,518
Magenta Glazed Terracotta,Azulejo magenta,magenta_glazed_terracotta,519
Light Blue Glazed Terracotta,Azulejo azul claro,light_blue_glazed_terracotta,520
Yellow Glazed Terracotta,Azulejo amarillo,yellow_glazed_terracotta,521
Lime Glazed Terracotta,Azulejo verde lima,lime_glazed_terracotta,522
Pink Glazed Terracotta,Azulejo rosa,pink_glazed_terracotta,523
Gray Glazed Terracotta,Azulejo gris,gray_glazed_terracotta,524
Light Gray Glazed Terracotta,Azulejo gris claro,light_gray_glazed_terracotta,525
Cyan Glazed Terracotta,Azulejo cian,cyan_glazed_terracotta,526
Purple Glazed Terracotta,Azulejo morado,purple_glazed_terracotta,527
Blue Glazed Terracotta,Azulejo azul,blue_glazed_terracotta,528
Brown Glazed Terracotta,Azulejo marrón,brown_glazed_terracotta,529
Green Glazed Terracotta,Azulejo verde,green_glazed_terracotta,530
Red Glazed Terracotta,Azulejo rojo,red_glazed_terracotta,531
Black Glazed Terracotta,Azulejo negro,black_glazed_terracotta,532
White Concrete,Hormigón blanco,white_concrete,533
Orange Concrete,Hormigón naranja,orange_concrete,534
Magenta Concrete,Hormigón magenta,magenta_concrete,535
Light Blue Concrete,Hormigón azul claro,light_blue_concrete,536
Yellow Concrete,Hormigón amarillo,yellow_concrete,537
Lime Concrete,Hormigón verde lima,lime_concrete,538
Pink Concrete,Hormigón rosa,pink_concrete,539
Gray Concrete,Hormigón gris,gray_concrete,540
Light Gray Concrete,Hormigón gris claro,light_gray_concrete,541
Cyan Concrete,Hormigón cian,cyan_concrete,542
Purple Concrete,Hormigón morado,purple_concrete,543
Blue Concrete,Hormigón azul,blue_concrete,544
Brown Concrete,Hormigón marrón,brown_concrete,545
Green Concrete,Hormigón verde,green_concrete,546
Red Concrete,Hormigón rojo,red_concrete,547
Black Concrete,Hormigón negro,black_concrete,548
White Concrete Powder,Cemento blanco,white_concrete_powder,549
Orange Concrete Powder,Cemento naranja,orange_concrete_powder,550
Magenta Concrete Powder,Cemento magenta,magenta_concrete_powder,551
Light Blue Concrete Powder,Cemento azul claro,light_blue_concrete_powder,552
Yellow Concrete Powder,Cemento amarillo,yellow_concrete_powder,553
Lime Concrete Powder,Cemento verde lima,lime_concrete_powder,554
Pink Concrete Powder,Cemento rosa,pink_concrete_powder,555
Gray Concrete Powder,Cemento gris,gray_concrete_powder,556
Light Gray Concrete Powder,Cemento gris claro,light_gray_concrete_powder,557
Cyan Concrete Powder,Cemento cian,cyan_concrete_powder,558
Purple Concrete Powder,Cemento morado,purple_concrete_powder,559
Blue Concrete Powder,Cemento azul,blue_concrete_powder,560
Brown Concrete Powder,Cemento marrón,brown_concrete_powder,561
Green Concrete Powder,Cemento verde,green_concrete_powder,562
Red Concrete Powder,Cemento rojo,red_concrete_powder,563
Black Concrete Powder,Cemento negro,black_concrete_powder,564
Turtle Egg,Huevo de tortuga,turtle_egg,565
Sniffer Egg,Huevo de sniffer,sniffer_egg,566
Dead Tube Coral Block,Bloque de coral de tubo muerto,dead_tube_coral_block,567
Dead Brain Coral Block,Bloque de coral de cerebro muerto,dead_brain_coral_block,568
Dead Bubble Coral Block,Bloque de coral de burbuja muerto,dead_bubble_coral_block,569
Dead Fire Coral Block,Bloque de coral de fuego muerto,dead_fire_coral_block,570
Dead Horn Coral Block,Bloque de coral de cuerno muerto,dead_horn_coral_block,571
Tube Coral Block,Bloque de coral de tubo,tube_coral_block,572
Brain Coral Block,Bloque de coral de cerebro,brain_coral_block,573
Bubble Coral Block,Bloque de coral de burbuja,bubble_coral_block,574
Fire Coral Block,Bloque de coral de fuego,fire_coral_block,575
Horn Coral Block,Bloque de coral de cuerno,horn_coral_block,576
Tube Coral,Coral de tubo,tube_coral,577
Brain Coral,Coral de cerebro,brain_coral,578
Bubble Coral,Coral de burbuja,bubble_coral,579
Fire Coral,Coral de fuego,fire_coral,580
Horn Coral,Coral de cuerno,horn_coral,581
Dead Brain Coral,Coral de cerebro muerto,dead_brain_coral,582
Dead Bubble Coral,Coral de burbuja muerto,dead_bubble_coral,583
Dead Fire Coral,Coral de fuego muerto,dead_fire_coral,584
Dead Horn Coral,Coral de cuerno muerto,dead_horn_coral,585
Dead Tube Coral,Coral de tubo muerto,dead_tube_coral,586
Tube Coral Fan,Gorgonia de tubo,tube_coral_fan,587
Brain Coral Fan,Gorgonia de cerebro,brain_coral_fan,588
Bubble Coral Fan,Gorgonia de burbuja,bubble_coral_fan,589
Fire Coral Fan,Gorgonia de fuego,fire_coral_fan,590
Horn Coral Fan,Gorgonia de cuerno,horn_coral_fan,591
Dead Tube Coral Fan,Gorgonia de tubo muerta,dead_tube_coral_fan,592
Dead Brain Coral Fan,Gorgonia de cerebro muerta,dead_brain_coral_fan,593
Dead Bubble Coral Fan,Gorgonia de burbuja muerta,dead_bubble_coral_fan,594
Dead Fire Coral Fan,Gorgonia de fuego muerta,dead_fire_coral_fan,595
Dead Horn Coral Fan,Gorgonia de cuerno muerta,dead_horn_coral_fan,596
Blue Ice,Hielo azul,blue_ice,597
Conduit,Canalizador,conduit,598
Polished Granite Stairs,Escaleras de granito pulido,polished_granite_stairs,599
Smooth Red Sandstone Stairs,Escaleras de arenisca roja lisa,smooth_red_sandstone_stairs,600
Mossy Stone Brick Stairs,Escaleras de ladrillos de piedra musgosos,mossy_stone_brick_stairs,601
Polished Diorite Stairs,Escaleras de diorita pulida,polished_diorite_stairs,602
Mossy Cobblestone Stairs,Escaleras de roca musgosa,mossy_cobblestone_stairs,603
End Stone Brick Stairs,Escaleras de ladrillos de piedra del End,end_stone_brick_stairs,604
Stone Stairs,Escaleras de piedra,stone_stairs,605
Smooth Sandstone Stairs,Escaleras de arenisca lisa,smooth_sandstone_stairs,606
Smooth Quartz Stairs,Escaleras de cuarzo liso,smooth_quartz_stairs,607
Granite Stairs,Escaleras de granito,granite_stairs,608
Andesite Stairs,Escaleras de andesita,andesite_stairs,609
Red Nether Brick Stairs,Escaleras de ladrillos del Nether rojos,red_nether_brick_stairs,610
Polished Andesite Stairs,Escaleras de andesita pulida,polished_andesite_stairs,611
Diorite Stairs,Escaleras de diorita,diorite_stairs,612
Cobbled Deepslate Stairs,Escaleras de pizarra profunda rocosa,cobbled_deepslate_stairs,613
Polished Deepslate Stairs,Escaleras de pizarra profunda pulida,polished_deepslate_stairs,614
Deepslate Brick Stairs,Escaleras de ladrillos de pizarra profunda,deepslate_brick_stairs,615
Deepslate Tile Stairs,Escaleras de baldosas de pizarra profunda,deepslate_tile_stairs,616
Polished Granite Slab,Losa de granito pulido,polished_granite_slab,617
Smooth Red Sandstone Slab,Losa de arenisca roja lisa,smooth_red_sandstone_slab,618
Mossy Stone Brick Slab,Losa de ladrillos de piedra musgosos,mossy_stone_brick_slab,619
Polished Diorite Slab,Losa de diorita pulida,polished_diorite_slab,620
Mossy Cobblestone Slab,Losa de roca musgosa,mossy_cobblestone_slab,621
End Stone Brick Slab,Losa de ladrillos de piedra del End,end_stone_brick_slab,622
Smooth Sandstone Slab,Losa de arenisca lisa,smooth_sandstone_slab,623
Smooth Quartz Slab,Losa de cuarzo liso,smooth_quartz_slab,624
Granite Slab,Losa de granito,granite_slab,625
Andesite Slab,Losa de andesita,andesite_slab,626
Red Nether Brick Slab,Losa de ladrillos del Nether rojos,red_nether_brick_slab,627
Polished Andesite Slab,Losa de andesita pulida,polished_andesite_slab,628
Diorite Slab,Losa de diorita,diorite_slab,629
Cobbled Deepslate Slab,Losa de pizarra profunda rocosa,cobbled_deepslate_slab,630
Polished Deepslate Slab,Losa de pizarra profunda pulida,polished_deepslate_slab,631
Deepslate Brick Slab,Losa de ladrillos de pizarra profunda,deepslate_brick_slab,632
Deepslate Tile Slab,Losa de baldosas de pizarra profunda,deepslate_tile_slab,633
Scaffolding,Andamio,scaffolding,634
Redstone Dust,Polvo de redstone,redstone,635
Redstone Torch,Antorcha de redstone,redstone_torch,636
Block of Redstone,Bloque de redstone,redstone_block,637
Redstone Repeater,Repetidor de redstone,repeater,638
Redstone Comparator,Comparador de redstone,comparator,639
Piston,Pistón,piston,640
Sticky Piston,Pistón pegajoso,sticky_piston,641
Slime Block,Bloque de slime,slime_block,642
Honey Block,Bloque de miel,honey_block,643
Observer,Observador,observer,644
Hopper,Tolva,hopper,645
Dispenser,Dispensador,dispenser,646
Dropper,Soltador,dropper,647
Lectern,Atril,lectern,648
Target,Diana,target,649
Lever,Palanca,lever,650
Lightning Rod,Pararrayos,lightning_rod,651
Daylight Detector,Sensor de luz solar,daylight_detector,652
Sculk Sensor,Sensor de sculk,sculk_sensor,653
Calibrated Sculk Sensor,Sensor de sculk calibrado,calibrated_sculk_sensor,654
Tripwire Hook,Gancho de cuerda,tripwire_hook,655
Trapped Chest,Cofre trampa,trapped_chest,656
TNT,Dinamita,tnt,657
Redstone Lamp,Lámpara de redstone,redstone_lamp,658
Note Block,Bloque musical,note_block,659
Stone Button,Botón de piedra,stone_button,660
Polished Blackstone Button,Botón de piedra negra pulida,polished_blackstone_button,661
Oak Button,Botón de madera,oak_button,662
Spruce Button,Botón de abeto,spruce_button,663
Birch Button,Botón de abedul,birch_button,664
Jungle Button,Botón de jungla,jungle_button,665
Acacia Button,Botón de acacia,acacia_button,666
Cherry Button,Botón de cerezo,cherry_button,667
Dark Oak Button,Botón de roble oscuro,dark_oak_button,668
Mangrove Button,Botón de mangle,mangrove_button,669
Bamboo Button,Botón de bambú,bamboo_button,670
Crimson Button,Botón carmesí,crimson_button,671
Warped Button,Botón distorsionado,warped_button,672
Stone Pressure Plate,Placa de presión de piedra,stone_pressure_plate,673
Polished Blackstone Pressure Plate,Placa de presión de piedra negra pulida,polished_blackstone_pressure_plate,674
Light Weighted Pressure Plate,Placa de presión para peso ligero,light_weighted_pressure_plate,675
Heavy Weighted Pressure Plate,Placa de presión para peso elevado,heavy_weighted_pressure_plate,676
Oak Pressure Plate,Placa de presión de roble,oak_pressure_plate,677
Spruce Pressure Plate,Placa de presión de abeto,spruce_pressure_plate,678
Birch Pressure Plate,Placa de presión de abedul,birch_pressure_plate,679
Jungle Pressure Plate,Placa de presión de jungla,jungle_pressure_plate,680
Acacia Pressure Plate,Placa de presión de acacia,acacia_pressure_plate,681
Cherry Pressure Plate,Placa de presión de cerezo,cherry_pressure_plate,682
Dark Oak Pressure Plate,Placa de presión de roble oscuro,dark_oak_pressure_plate,683
Mangrove Pressure Plate,Placa de presión de mangle,mangrove_pressure_plate,684
Bamboo Pressure Plate,Placa de presión de bambú,bamboo_pressure_plate,685
Crimson Pressure Plate,Placa de presión carmesí,crimson_pressure_plate,686
Warped Pressure Plate,Placa de presión distorsionada,warped_pressure_plate,687
Iron Door,Puerta de hierro,iron_door,688
Oak Door,Puerta de roble,oak_door,689
Spruce Door,Puerta de abeto,spruce_door,690
Birch Door,Puerta de abedul,birch_door,691
Jungle Door,Puerta de jungla,jungle_door,692
Acacia Door,Puerta de acacia,acacia_door,693
Cherry Door,Puerta de cerezo,cherry_door,694
Dark Oak Door,Puerta de roble oscuro,dark_oak_door,695
Mangrove Door,Puerta de mangle,mangrove_door,696
Bamboo Door,Puerta de bambú,bamboo_door,697
Crimson Door,Puerta carmesí,crimson_door,698
Warped Door,Puerta distorsionada,warped_door,699
Iron Trapdoor,Trampilla de hierro,iron_trapdoor,700
Oak Trapdoor,Trampilla de madera,oak_trapdoor,701
Spruce Trapdoor,Trampilla de abeto,spruce_trapdoor,702
Birch Trapdoor,Trampilla de abedul,birch_trapdoor,703
Jungle Trapdoor,Trampilla de jungla,jungle_trapdoor,704
Acacia Trapdoor,Trampilla de acacia,acacia_trapdoor,705
Cherry Trapdoor,Trampilla de cerezo,cherry_trapdoor,706
Dark Oak Trapdoor,Trampilla de roble oscuro,dark_oak_trapdoor,707
Mangrove Trapdoor,Trampilla de mangle,mangrove_trapdoor,708
Bamboo Trapdoor,Trampilla de bambú,bamboo_trapdoor,709
Crimson Trapdoor,Trampilla carmesí,crimson_trapdoor,710
Warped Trapdoor,Trampilla distorsionada,warped_trapdoor,711
Oak Fence Gate,Puerta de valla de roble,oak_fence_gate,712
Spruce Fence Gate,Puerta de valla de abeto,spruce_fence_gate,713
Birch Fence Gate,Puerta de valla de abedul,birch_fence_gate,714
Jungle Fence Gate,Puerta de valla de jungla,jungle_fence_gate,715
Acacia Fence Gate,Puerta de valla de acacia,acacia_fence_gate,716
Cherry Fence Gate,Puerta de valla de cerezo,cherry_fence_gate,717
Dark Oak Fence Gate,Puerta de valla de roble oscuro,dark_oak_fence_gate,718
Mangrove Fence Gate,Puerta de valla de mangle,mangrove_fence_gate,719
Bamboo Fence Gate,Puerta de valla de bambú,bamboo_fence_gate,720
Crimson Fence Gate,Puerta de valla carmesí,crimson_fence_gate,721
Warped Fence Gate,Puerta de valla distorsionada,warped_fence_gate,722
Powered Rail,Raíl propulsor,powered_rail,723
Detector Rail,Raíl detector,detector_rail,724
Rail,Raíl,rail,725
Activator Rail,Raíl activador,activator_rail,726
Saddle,Montura,saddle,727
Minecart,Vagoneta,minecart,728
Minecart with Chest,Vagoneta con cofre,chest_minecart,729
Minecart with Furnace,Vagoneta con horno,furnace_minecart,730
Minecart with TNT,Vagoneta con dinamita,tnt_minecart,731
Minecart with Hopper,Vagoneta con tolva,hopper_minecart,732
Carrot on a Stick,Caña con zanahoria,carrot_on_a_stick,733
Warped Fungus on a Stick,Caña con hongo distorsionado,warped_fungus_on_a_stick,734
Phantom Membrane,Membrana de fantasma,phantom_membrane,1140
Elytra,Élitros,elytra,735
Oak Boat,Barca de roble,oak_boat,736
Oak Boat with Chest,Barca de roble con cofre,oak_chest_boat,737
Spruce Boat,Barca de abeto,spruce_boat,738
Spruce Boat with Chest,Barca de abeto con cofre,spruce_chest_boat,739
Birch Boat,Barca de abedul,birch_boat,740
Birch Boat with Chest,Barca de abedul con cofre,birch_chest_boat,741
Jungle Boat,Barca de jungla,jungle_boat,742
Jungle Boat with Chest,Barca de jungla con cofre,jungle_chest_boat,743
Acacia Boat,Barca de acacia,acacia_boat,744
Acacia Boat with Chest,Barca de acacia con cofre,acacia_chest_boat,745
Cherry Boat,Barca de cerezo,cherry_boat,746
Cherry Boat with Chest,Barca de cerezo con cofre,cherry_chest_boat,747
Dark Oak Boat,Barca de roble oscuro,dark_oak_boat,748
Dark Oak Boat with Chest,Barca de roble oscuro con cofre,dark_oak_chest_boat,749
Mangrove Boat,Barca de mangle,mangrove_boat,750
Mangrove Boat with Chest,Barca de mangle con cofre,mangrove_chest_boat,751
Bamboo Raft,Balsa de bambú,bamboo_raft,752
Bamboo Raft with Chest,Balsa de bambú con cofre,bamboo_chest_raft,753
Turtle Shell,Caparazón de tortuga,turtle_helmet,756
Flint and Steel,Mechero,flint_and_steel,758
Bowl,Cuenco,bowl,808
Apple,Manzana,apple,759
Bow,Arco,bow,760
Arrow,Flecha,arrow,761
Coal,Carbón,coal,762
Charcoal,Carbón vegetal,charcoal,763
Diamond,Diamante,diamond,764
Emerald,Esmeralda,emerald,765
Lapis Lazuli,Lapislázuli,lapis_lazuli,766
Nether Quartz,Cuarzo del Nether,quartz,767
Amethyst Shard,Fragmento de amatista,amethyst_shard,768
Raw Iron,Hierro en bruto,raw_iron,769
Iron Ingot,Lingote de hierro,iron_ingot,770
Raw Copper,Cobre en bruto,raw_copper,771
Copper Ingot,Lingote de cobre,copper_ingot,772
Raw Gold,Oro en bruto,raw_gold,773
Gold Ingot,Lingote de oro,gold_ingot,774
Netherite Ingot,Lingote de netherita,netherite_ingot,775
Netherite Scrap,Fragmentos de netherita,netherite_scrap,776
Wooden Sword,Espada de madera,wooden_sword,777
Wooden Shovel,Pala de madera,wooden_shovel,778
Wooden Pickaxe,Pico de madera,wooden_pickaxe,779
Wooden Axe,Hacha de madera,wooden_axe,780
Wooden Hoe,Azada de madera,wooden_hoe,781
Stone Sword,Espada de piedra,stone_sword,782
Stone Shovel,Pala de piedra,stone_shovel,783
Stone Pickaxe,Pico de piedra,stone_pickaxe,784
Stone Axe,Hacha de piedra,stone_axe,785
Stone Hoe,Azada de piedra,stone_hoe,786
Golden Sword,Espada de oro,golden_sword,787
Golden Shovel,Pala de oro,golden_shovel,788
Golden Pickaxe,Pico de oro,golden_pickaxe,789
Golden Axe,Hacha de oro,golden_axe,790
Golden Hoe,Azada de oro,golden_hoe,791
Iron Sword,Espada de hierro,iron_sword,792
Iron Shovel,Pala de hierro,iron_shovel,793
Iron Pickaxe,Pico de hierro,iron_pickaxe,794
Iron Axe,Hacha de hierro,iron_axe,795
Iron Hoe,Azada de hierro,iron_hoe,796
Diamond Sword,Espada de diamante,diamond_sword,797
Diamond Shovel,Pala de diamante,diamond_shovel,798
Diamond Pickaxe,Pico de diamante,diamond_pickaxe,799
Diamond Axe,Hacha de diamante,diamond_axe,800
Diamond Hoe,Azada de diamante,diamond_hoe,801
Netherite Sword,Espada de netherita,netherite_sword,802
Netherite Shovel,Pala de netherita,netherite_shovel,803
Netherite Pickaxe,Pico de netherita,netherite_pickaxe,804
Netherite Axe,Hacha de netherita,netherite_axe,805
Netherite Hoe,Azada de netherita,netherite_hoe,806
Stick,Palo,stick,807
Mushroom Stew,Estofado de champiñones,mushroom_stew,809
String,Hilo,string,810
Feather,Pluma,feather,811
Gunpowder,Pólvora,gunpowder,812
Wheat Seeds,Semillas de trigo,wheat_seeds,813
Wheat,Trigo,wheat,814
Bread,Pan,bread,815
Leather Cap,Sombrero de cuero,leather_helmet,816
Leather Tunic,Túnica de cuero,leather_chestplate,817
Leather Pants,Pantalones de cuero,leather_leggings,818
Leather Boots,Botas de cuero,leather_boots,819
Chainmail Helmet,Casco de cota de mallas,chainmail_helmet,820
Chainmail Chestplate,Peto de cota de mallas,chainmail_chestplate,821
Chainmail Leggings,Grebas de cota de mallas,chainmail_leggings,822
Chainmail Boots,Botas de cota de mallas,chainmail_boots,823
Iron Helmet,Casco de hierro,iron_helmet,824
Iron Chestplate,Peto de hierro,iron_chestplate,825
Iron Leggings,Grebas de hierro,iron_leggings,826
Iron Boots,Botas de hierro,iron_boots,827
Diamond Helmet,Casco de diamante,diamond_helmet,828
Diamond Chestplate,Peto de diamante,diamond_chestplate,829
Diamond Leggings,Grebas de diamante,diamond_leggings,830
Diamond Boots,Botas de diamante,diamond_boots,831
Golden Helmet,Casco de oro,golden_helmet,832
Golden Chestplate,Peto de oro,golden_chestplate,833
Golden Leggings,Grebas de oro,golden_leggings,834
Golden Boots,Botas de oro,golden_boots,835
Netherite Helmet,Casco de netherita,netherite_helmet,836
Netherite Chestplate,Peto de netherita,netherite_chestplate,837
Netherite Leggings,Grebas de netherita,netherite_leggings,838
Netherite Boots,Botas de netherita,netherite_boots,839
Flint,Pedernal,flint,840
Raw Porkchop,Chuleta de cerdo cruda,porkchop,841
Cooked Porkchop,Chuleta de cerdo cocinada,cooked_porkchop,842
Painting,Cuadro,painting,843
Golden Apple,Manzana dorada,golden_apple,844
Enchanted Golden Apple,Manzana dorada encantada,enchanted_golden_apple,845
Oak Sign,Cartel,oak_sign,846
Spruce Sign,Cartel de abeto,spruce_sign,847
Birch Sign,Cartel de abedul,birch_sign,848
Jungle Sign,Cartel de jungla,jungle_sign,849
Acacia Sign,Cartel de acacia,acacia_sign,850
Cherry Sign,Cartel de cerezo,cherry_sign,851
Dark Oak Sign,Cartel de roble oscuro,dark_oak_sign,852
Mangrove Sign,Cartel de mangle,mangrove_sign,853
Bamboo Sign,Cartel de bambú,bamboo_sign,854
Crimson Sign,Cartel carmesí,crimson_sign,855
Warped Sign,Cartel distorsionado,warped_sign,856
Oak Hanging Sign,Cartel colgante de roble,oak_hanging_sign,857
Spruce Hanging Sign,Cartel colgante de abeto,spruce_hanging_sign,858
Birch Hanging Sign,Cartel colgante de abedul,birch_hanging_sign,859
Jungle Hanging Sign,Cartel colgante de jungla,jungle_hanging_sign,860
Acacia Hanging Sign,Cartel colgante de acacia,acacia_hanging_sign,861
Cherry Hanging Sign,Cartel colgante de cerezo,cherry_hanging_sign,862
Dark Oak Hanging Sign,Cartel colgante de roble oscuro,dark_oak_hanging_sign,863
Mangrove Hanging Sign,Cartel colgante de mangle,mangrove_hanging_sign,864
Bamboo Hanging Sign,Cartel colgante de bambú,bamboo_hanging_sign,865
Crimson Hanging Sign,Cartel colgante carmesí,crimson_hanging_sign,866
Warped Hanging Sign,Cartel colgante distorsionado,warped_hanging_sign,867
Bucket,Cubo,bucket,868
Water Bucket,Cubo con agua,water_bucket,869
Lava Bucket,Cubo con lava,lava_bucket,870
Powder Snow Bucket,Cubo con nieve polvo,powder_snow_bucket,871
Snowball,Bola de nieve,snowball,872
Leather,Cuero,leather,873
Milk Bucket,Cubo con leche,milk_bucket,874
Bucket of Pufferfish,Cubo con pez globo,pufferfish_bucket,875
Bucket of Salmon,Cubo con salmón,salmon_bucket,876
Bucket of Cod,Cubo con bacalao,cod_bucket,877
Bucket of Tropical Fish,Cubo con pez tropical,tropical_fish_bucket,878
Bucket of Axolotl,Cubo con ajolote,axolotl_bucket,879
Bucket of Tadpole,Cubo con renacuajo,tadpole_bucket,880
Brick,Ladrillo,brick,881
Clay Ball,Bola de arcilla,clay_ball,882
Dried Kelp Block,Bloque de algas secas,dried_kelp_block,883
Paper,Papel,paper,884
Book,Libro,book,885
Slimeball,Bola de slime,slime_ball,886
Egg,Huevo,egg,887
Compass,Brújula,compass,888
Recovery Compass,Brújula de recuperación,recovery_compass,889
Bundle,Saco,bundle,890
Fishing Rod,Caña de pescar,fishing_rod,891
Clock,Reloj,clock,892
Spyglass,Catalejo,spyglass,893
Glowstone Dust,Polvo de piedra luminosa,glowstone_dust,894
Raw Cod,Bacalao crudo,cod,895
Raw Salmon,Salmón crudo,salmon,896
Tropical Fish,Pez tropical,tropical_fish,897
Pufferfish,Pez globo,pufferfish,898
Cooked Cod,Bacalao cocinado,cooked_cod,899
Cooked Salmon,Salmón ahumado,cooked_salmon,900
Ink Sac,Saco de tinta,ink_sac,901
Glow Ink Sac,Saco de tinta luminosa,glow_ink_sac,902
Cocoa Beans,Semillas de cacao,cocoa_beans,903
White Dye,Tinte blanco,white_dye,904
Orange Dye,Tinte naranja,orange_dye,905
Magenta Dye,Tinte magenta,magenta_dye,906
Light Blue Dye,Tinte azul claro,light_blue_dye,907
Yellow Dye,Tinte amarillo,yellow_dye,908
Lime Dye,Tinte verde lima,lime_dye,909
Pink Dye,Tinte rosa,pink_dye,910
Gray Dye,Tinte gris,gray_dye,911
Light Gray Dye,Tinte gris claro,light_gray_dye,912
Cyan Dye,Tinte cian,cyan_dye,913
Purple Dye,Tinte morado,purple_dye,914
Blue Dye,Tinte azul,blue_dye,915
Brown Dye,Tinte marrón,brown_dye,916
Green Dye,Tinte verde,green_dye,917
Red Dye,Tinte rojo,red_dye,918
Black Dye,Tinte negro,black_dye,919
Bone Meal,Polvo de hueso,bone_meal,920
Bone,Hueso,bone,921
Sugar,Azúcar,sugar,922
Cake,Tarta,cake,923
White Bed,Cama,white_bed,924
Orange Bed,Cama,orange_bed,925
Magenta Bed,Cama,magenta_bed,926
Light Blue Bed,Cama,light_blue_bed,927
Yellow Bed,Cama,yellow_bed,928
Lime Bed,Cama lima,lime_bed,929
Pink Bed,Cama,pink_bed,930
Gray Bed,Cama,gray_bed,931
Light Gray Bed,Cama,light_gray_bed,932
Cyan Bed,Cama,cyan_bed,933
Purple Bed,Cama,purple_bed,934
Blue Bed,Cama,blue_bed,935
Brown Bed,Cama,brown_bed,936
Green Bed,Cama,green_bed,937
Red Bed,Cama,red_bed,938
Black Bed,Cama,black_bed,939
Cookie,Galleta,cookie,940
Map,Mapa,filled_map,941
Shears,Tijeras,shears,942
Melon Slice,Rodaja de sandía,melon_slice,943
Dried Kelp,Algas secas,dried_kelp,944
Pumpkin Seeds,Semillas de calabaza,pumpkin_seeds,945
Melon Seeds,Semillas de sandía,melon_seeds,946
Raw Beef,Filete crudo,beef,947
Steak,Filete asado,cooked_beef,948
Raw Chicken,Pollo crudo,chicken,949
Cooked Chicken,Pollo asado,cooked_chicken,950
Rotten Flesh,Carne podrida,rotten_flesh,951
Ender Pearl,Perla de ender,ender_pearl,952
Blaze Rod,Vara de blaze,blaze_rod,953
Ghast Tear,Lágrima de ghast,ghast_tear,954
Gold Nugget,Pepita de oro,gold_nugget,955
Nether Wart,Verruga del Nether,nether_wart,956
Glass Bottle,Frasco de cristal,glass_bottle,958
Potion,Poción no fabricable,potion,957
Spider Eye,Ojo de araña,spider_eye,959
Fermented Spider Eye,Ojo de araña fermentado,fermented_spider_eye,960
Blaze Powder,Polvo de blaze,blaze_powder,961
Magma Cream,Crema de magma,magma_cream,962
Brewing Stand,Soporte para pociones,brewing_stand,963
Cauldron,Caldero,cauldron,964
Eye of Ender,Ojo de ender,ender_eye,965
Glistering Melon Slice,Rodaja de sandía reluciente,glistering_melon_slice,966
Bottle o' Enchanting,Frasco con experiencia,experience_bottle,1044
Fire Charge,Carga ígnea,fire_charge,1045
Book and Quill,Libro y pluma,writable_book,1046
Written Book,Libro escrito,written_book,1047
Item Frame,Marco,item_frame,1048
Glow Item Frame,Marco luminoso,glow_item_frame,1049
Flower Pot,Maceta,flower_pot,1050
Carrot,Zanahoria,carrot,1051
Potato,Patata,potato,1052
Baked Potato,Patata cocida,baked_potato,1053
Poisonous Potato,Patata venenosa,poisonous_potato,1054
Empty Map,Mapa en blanco,map,1055
Golden Carrot,Zanahoria dorada,golden_carrot,1056
Skeleton Skull,Calavera de esqueleto,skeleton_skull,1057
Wither Skeleton Skull,Calavera de esqueleto del Wither,wither_skeleton_skull,1058
Zombie Head,Cabeza de zombi,zombie_head,1060
Creeper Head,Cabeza de creeper,creeper_head,1061
Dragon Head,Cabeza de dragón,dragon_head,1062
Piglin Head,Cabeza de piglin,piglin_head,1063
Nether Star,Estrella del Nether,nether_star,1064
Pumpkin Pie,Tarta de calabaza,pumpkin_pie,1065
Firework Rocket,Cohete de fuegos artificiales,firework_rocket,1066
Firework Star,Estrella de fuegos artificiales,firework_star,1067
Enchanted Book,Libro encantado,enchanted_book,1068
Nether Brick,Ladrillo del Nether,nether_brick,1069
Prismarine Shard,Fragmento de prismarina,prismarine_shard,1070
Prismarine Crystals,Cristales de prismarina,prismarine_crystals,1071
Raw Rabbit,Conejo crudo,rabbit,1072
Cooked Rabbit,Conejo asado,cooked_rabbit,1073
Rabbit Stew,Estofado de conejo,rabbit_stew,1074
Rabbit's Foot,Pata de conejo,rabbit_foot,1075
Rabbit Hide,Piel de conejo,rabbit_hide,1076
Armor Stand,Soporte para armadura,armor_stand,1077
